Page,Pageviews,Avg. Time on Page,Entrances,Bounce Rate
/farmers-market/vendors/morningside-farm,58,27,13,-84.62
/news/2006/05/23/2486,58,104,30,-80.0
/news/2017/03/29/2248,58,246,18,-55.56
/news/2017/04/20/1464,58,85,33,-45.45
/news/2017/09/13/2856,58,63,42,-83.33
/news/2017/12/05/3010,58,18,24,-50.0
/parks/pools/,58,33,43,-34.88
/recreation/programs/10428,58,23,2,-50.0
/recreation/programs/10512,58,56,5,-80.0
/search/node?keys=gis,58,9,1,-0.0
/search/node?keys=Parks,58,19,2,-0.0
/search/node?keys=permit,58,18,1,-0.0
/animal-shelter/animals/59886,57,52,6,-50.0
/animal-shelter/animals/60328,57,44,1,-0.0
/animal-shelter/animals/60838,57,20,2,-50.0
/animal-shelter/animals/60902,57,19,3,-100.0
/animal-shelter/animals/60940,57,56,0,-0.0
/animal-shelter/animals/60956,57,12,0,-0.0
/animal-shelter/animals/61019,57,42,0,-0.0
/animal-shelter/animals/61153,57,20,0,-0.0
/council/mayer,57,60,39,-84.62
/departments/legal/fair-labor,57,17,19,-68.42
/directorydocuments/viewDocument.php?document_id=6112,57,52,48,-52.08
/farmers-market/vendors/allan-paton,57,45,5,-80.0
/farmers-market/vendors/indiana-daffodil-society,57,91,26,-76.92
/index.php/recreation/programs/10467,57,77,41,-82.93
/m/viewPage.php?docType=document;document_id=596,57,45,38,-2.63
/news/2017/06/09/827,57,68,34,-35.29
/news/2018/04/02/3456,57,212,40,-65.0
/news/2018/08/02/3625,57,138,17,-88.24
/recreation/programs/10514,57,72,8,-50.0
/search/node?keys=udo,57,8,3,-0.0
/about-inroads,56,62,29,-75.86
/animal-shelter/animals?species=Dog&form_build_id=form-53GyqGAEDaQrw5-BrV2oJbdMBYShZitHpO3czlQwIRM&form_id=asm_animalsearchform&op=Search,56,4,0,-0.0
/animal-shelter/animals/58521,56,21,1,-0.0
/animal-shelter/animals/58797,56,5,1,-0.0
/animal-shelter/animals/59209,56,13,4,-75.0
/animal-shelter/animals/59273,56,11,0,-0.0
/animal-shelter/animals/59390,56,11,1,-100.0
/animal-shelter/animals/59873,56,19,1,-0.0
/animal-shelter/animals/60021,56,11,0,-0.0
/animal-shelter/animals/60045,56,10,2,-100.0
/animal-shelter/animals/60429,56,12,0,-0.0
/animal-shelter/animals/60899,56,18,3,-100.0
/animal-shelter/animals/61277,56,8,0,-0.0
/animal-shelter/animals/61286,56,9,0,-0.0
/boards/plan/meetings/2016,56,136,6,-66.67
/directoryutilities/residential,56,32,39,-12.82
/dreamers-doers/jared-thompson,56,166,42,-76.19
/farmers-market/vendors/lost-pond-farm,56,40,4,-25.0
/index.php/departments/hr,56,51,20,-60.0
/index.php/recreation/programs/10458,56,348,45,-91.11
/news/2017/12/29/3053,56,74,16,-43.75
/news/2018/03/07/3388,56,75,18,-66.67
/recreation/programs/10658,56,123,5,-100.0
/search/node?keys=bids,56,21,1,-0.0
/search/node?keys=Police,56,7,2,-100.0
/search/node?keys=transportation+plan,56,21,1,-0.0
/animal-shelter/animals/59424,55,12,0,-0.0
/animal-shelter/animals/59798,55,30,3,-33.33
/animal-shelter/animals/60107,55,13,0,-0.0
/animal-shelter/animals/61074,55,19,1,-0.0
/animal-shelter/animals/61736,55,14,2,-50.0
/boards/status-of-black-males/meetings/2018,55,72,5,-20.0
/documents/viewDocument.php?document_id=276,55,22,29,-51.72
/farmers-market/vendors/bloomin-farm-llc,55,37,9,-77.78
/farmers-market/vendors/flynns-produce,55,19,5,-60.0
/farmers-market/vendors/joe-yoder,55,22,1,-100.0
/farmers-market/vendors/rising-moon-acres,55,60,4,-50.0
/locations/police-department-headquarters,55,26,10,-40.0
/media/media/application/pdf/3566.pdf,55,23,37,-62.16
/news/2018/07/24/3612,55,109,22,-72.73
/recreation/fitness/other,55,19,1,-100.0
/recreation/programs/10367,55,32,4,-50.0
/recreation/programs/10516,55,104,2,-100.0
/recreation/programs/10534,55,53,3,-66.67
/recreation/programs/10615,55,120,18,-61.11
/sanitation/modernization/plan,55,46,22,-50.0
/search/node?keys=permits,55,18,1,-0.0
/search/node?keys=sustainability,55,6,0,-0.0
/utilities/tours,55,63,34,-50.0
/animal-shelter/animals?species=Dog&form_build_id=form-0k3tDIEHvn_3wDD0JvemZ--lPXCdMGrjRVCJ3UXQM34&form_id=asm_animalsearchform&op=Search,54,5,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-iBo7fY_DUjqXjt8d63Box2yvkXVRY8sW_89GdALQ2bI&form_id=asm_animalsearchform&op=Search,54,7,6,-0.0
/animal-shelter/animals/58690,54,15,4,-0.0
/animal-shelter/animals/60099,54,15,2,-50.0
/animal-shelter/animals/60337,54,9,0,-0.0
/animal-shelter/animals/61010,54,5,1,-100.0
/animal-shelter/animals/61487,54,16,4,-75.0
/animal-shelter/animals/62025,54,18,4,-50.0
/boards/animal-control/meetings/2018,54,86,5,-20.0
/citizens-academy/2017,54,28,14,-14.29
/engineering/projects/17-dunn,54,65,3,-66.67
/engineering/projects/winslow,54,52,3,-0.0
/esuite,54,18,23,-43.48
/farmers-market/vendors/fairywood,54,27,4,-50.0
/news/2018/01/22/3083,54,17,29,-34.48
/news/2018/03/21/3407,54,174,28,-82.14
/news/2018/08/30/3659,54,79,16,-75.0
/node/3558,54,297,25,-84.0
"/open311-proxy/embed?client=2&group=Streets, Parking & Traffic=",54,44,2,-100.0
/parks/employment/custodian-powerwasher-operator,54,42,3,-0.0
/recreation/programs/10140,54,125,34,-58.82
/recreation/programs/10222,54,158,34,-38.24
/recreation/programs/10364,54,13,2,-0.0
/recreation/programs/10508,54,58,0,-0.0
/recreation/programs/10598,54,82,3,-66.67
/search/node?keys=Arrests,54,53,3,-66.67
/search/node?keys=forms,54,18,1,-0.0
/search/node?keys=intern,54,30,21,-100.0
/animal-shelter/animals/56954,53,17,1,-0.0
/animal-shelter/animals/58150,53,78,1,-100.0
/animal-shelter/animals/58951,53,22,2,-100.0
/animal-shelter/animals/59350,53,10,0,-0.0
/animal-shelter/animals/59633,53,25,1,-100.0
/animal-shelter/animals/60462,53,15,0,-0.0
/animal-shelter/animals/60650,53,6,0,-0.0
/animal-shelter/animals/60807,53,46,1,-100.0
/animal-shelter/animals/60866,53,15,2,-50.0
/animal-shelter/animals/61795,53,8,0,-0.0
/directoryparks/,53,16,46,-58.7
/mlk-day/grant-recipients,53,25,18,-11.11
/news/2018/01/10/3062,53,33,12,-58.33
/node/3448,53,66,10,-90.0
/recreation/programs/10429,53,24,5,-20.0
/recreation/programs/10511,53,16,3,-100.0
/recreation/programs/10600,53,68,4,-75.0
/recreation/programs/10664,53,104,6,-83.33
/animal-shelter/animals/55707,52,11,1,-0.0
/animal-shelter/animals/58502,52,6,0,-0.0
/animal-shelter/animals/58919,52,101,21,-80.95
/animal-shelter/animals/58946,52,19,2,-50.0
/animal-shelter/animals/59091,52,41,0,-0.0
/animal-shelter/animals/59169,52,13,0,-0.0
/animal-shelter/animals/59902,52,7,0,-0.0
/animal-shelter/animals/60500,52,8,0,-0.0
/animal-shelter/animals/60833,52,22,7,-100.0
/animal-shelter/animals/60932,52,10,1,-100.0
/animal-shelter/animals/61188,52,12,0,-0.0
/animal-shelter/animals/61961,52,28,1,-0.0
/boards/hispanic-latino-affairs/meetings/2018,52,60,6,-50.0
/cleanup-and-sanitation/5,52,99,6,-83.33
/council/legislation/Ordinance/2017/17-28,52,48,26,-19.23
/farmers-market/vendors/john-byers,52,8,2,-50.0
/farmers-market/vendors/kristy-tillman,52,61,8,-50.0
/july-4th-parade,52,52,17,-0.0
/locations/bloomington-parks-recreation-department,52,12,0,-0.0
/news/2014/09/04/2630,52,102,37,-64.86
/news/2018/04/05/3463,52,106,24,-66.67
/news/2018/06/11/3564,52,43,32,-93.75
/parks/employment/cascades-golf-course-staff-assistant,52,89,1,-0.0
/recreation/programs/10191,52,109,39,-69.23
/recreation/programs/10553,52,58,23,-86.96
/recreation/programs/10564,52,82,9,-66.67
/recreation/programs/10602,52,41,4,-50.0
/recreation/programs/10603,52,41,0,-0.0
/recreation/programs/10606,52,87,1,-100.0
/sanitation/,52,119,28,-35.71
/search/node?keys=christmas+tree+pickup,52,11,0,-0.0
/search/node?keys=GIS,52,10,0,-0.0
/search/node?keys=switchyard,52,16,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-lzS6OAVZFxor-PKpBWIKkDt1jSHHF5lWEuchVOhfC-E&form_id=asm_animalsearchform&op=Search,51,35,38,-2.63
/animal-shelter/animals/59540,51,41,3,-0.0
/animal-shelter/animals/59745,51,14,1,-100.0
/animal-shelter/animals/59954,51,17,0,-0.0
/animal-shelter/animals/60047,51,14,0,-0.0
/animal-shelter/animals/60381,51,11,0,-0.0
/animal-shelter/animals/60397,51,60,15,-53.33
/animal-shelter/animals/60592,51,12,0,-0.0
/animal-shelter/animals/60916,51,17,0,-0.0
/animal-shelter/animals/61140,51,14,0,-0.0
/animal-shelter/animals/61183,51,11,0,-0.0
/animal-shelter/animals/61599,51,45,0,-0.0
/animal-shelter/animals/61769,51,41,7,-57.14
/boards/rules,51,32,0,-0.0
/documents/viewDocument.php?document_id=281;,51,38,29,-75.86
/engineering/projects/union,51,15,6,-16.67
/farmers-market/vendors/ben-wood,51,25,2,-50.0
/index.php/fire/recruitment,51,25,5,-80.0
/neighborhoods/blooming,51,132,25,-76.0
/news/2018/02/14/3176,51,28,11,-54.55
/news/2018/03/23/3413,51,149,33,-81.82
/node/3441,51,36,0,-0.0
/police/crime-prevention/if-stopped,51,48,9,-44.44
/recreation/programs/10453,51,192,40,-95.0
/recreation/programs/10533,51,51,4,-100.0
/recreation/programs/10536,51,62,11,-81.82
/search/node?keys=dogs,51,17,0,-0.0
/transportation/scooters?fbclid=IwAR1OwsEhpG6OrgliC62mN0gMNBVpH9KbACmZ3m_iZ6QdVfEiLWpRj4fWQQM,51,108,48,-95.83
/animal-shelter/animals?species=Dog&form_build_id=form-LUF_KLUacGVn6G-_wIIaz81CF2zuqq1NQ4czAzoM4TY&form_id=asm_animalsearchform&op=Search,50,6,1,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-qmkFHxa4fpB3NUMu3KaXaaghRACg7qP9rCrB1TH2jMc&form_id=asm_animalsearchform&op=Search,50,9,23,-0.0
/animal-shelter/animals/58224,50,37,1,-100.0
/animal-shelter/animals/58893,50,11,2,-0.0
/animal-shelter/animals/59326,50,33,1,-0.0
/animal-shelter/animals/59502,50,6,0,-0.0
/animal-shelter/animals/59898,50,9,0,-0.0
/animal-shelter/animals/60376,50,10,2,-50.0
/animal-shelter/animals/60676,50,28,0,-0.0
/animal-shelter/found/Other,50,9,1,-100.0
/documents/viewDocument.php?document_id=295,50,15,38,-63.16
/farmers-market/vendors/dallmier-countryside-produce,50,63,6,-66.67
/farmers-market/vendors/urban-homestead,50,12,3,-66.67
/index.php/animal-shelter/animals/60036,50,15,0,-0.0
/mayor/speeches/2016,50,27,1,-0.0
/news/2016/11/10/2173,50,166,32,-81.25
/news/2018/09/04/3668,50,73,6,-33.33
/news/2018/10/16/3722,50,128,17,-82.35
/node/3069,50,13,2,-0.0
/node/3437,50,64,3,-100.0
/parks/employment/swim-instructor-bryan-park-pool,50,23,8,-0.0
/parks/parks/bryan-park/ambassador,50,70,2,-50.0
/recreation/programs/10605,50,71,0,-0.0
/sanitation/smac,50,58,24,-58.33
/search/node?keys=Basketball+,50,23,2,-100.0
/search/node?keys=Sanitation,50,15,0,-0.0
/WEBMAIL,50,11,29,-55.17
/animal-shelter/animals/59605,49,16,1,-100.0
/animal-shelter/animals/59735,49,21,0,-0.0
/animal-shelter/animals/60108,49,12,0,-0.0
/animal-shelter/animals/61703,49,23,1,-0.0
/animal-shelter/found/199,49,59,4,-25.0
/animal-shelter/found/236,49,21,0,-0.0
/documents/viewDocument.php?document_id=296;,49,87,28,-46.43
/farmers-market/vendors/jones-5-star-ranch,49,55,6,-66.67
/farmers-market/vendors/seldom-rest-orchard,49,22,19,-89.47
/index.php/planning/permits,49,139,7,-57.14
/mayor/speeches/2017/07/27/2745,49,105,20,-65.0
/media/media/application/pdf/13017.pdf,49,112,37,-67.57
/news/2018/11/15/3759,49,104,17,-82.35
/node/3458,49,17,3,-100.0
/parks-and-recreation,49,5,0,-0.0
/parks/employment/ballfield,49,16,3,-33.33
/parks/employment/building-supervisor-twin-lakes-recreation-center-tlrc,49,57,1,-100.0
/parks/employment/yoga,49,25,16,-50.0
/recreation/programs/10522,49,43,5,-60.0
/search/node?keys=careers,49,15,0,-0.0
/search/node?keys=planning,49,9,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-cTUS2H9YqBd8IbqefWcRudRXJiK0Tm9H78UQOEGhOyE&form_id=asm_animalsearchform&op=Search,48,6,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-jL1g2ioAW6XB2V_wqtHu-lDEdjY5pf6eZejW3EbbBoA&form_id=asm_animalsearchform&op=Search,48,7,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-Me0iAOPKp-2iQtIjlGbJsvz1LyROnTh-22JYWEwqtsY&form_id=asm_animalsearchform&op=Search,48,19,1,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-tRRtWGrxvn9uW1Nlv6K1pMZGdyw0EWmX8HBwwdV4Q5M&form_id=asm_animalsearchform&op=Search,48,15,0,-0.0
/animal-shelter/animals/58538,48,6,0,-0.0
/animal-shelter/animals/59325,48,47,1,-100.0
/animal-shelter/animals/59358,48,7,0,-0.0
/animal-shelter/animals/60646,48,10,1,-100.0
/animal-shelter/animals/60933,48,12,1,-0.0
/animal-shelter/animals/61161,48,15,2,-100.0
/animal-shelter/animals/61816,48,16,0,-0.0
/arts/grants?ct=t(Bloomington_Arts_and_Culture_E_Newslette11_30_2017),48,103,29,-62.07
/engineering/projects/woodscrest,48,20,0,-0.0
/farmers-market/vendors/hi-acre-farm,48,38,5,-80.0
/farmers-market/vendors/marchino-farms,48,42,3,-33.33
/index.php/police/armored-vehicle,48,60,3,-100.0
/m/viewPage.php?docType=document;document_id=106,48,8,31,-22.58
/mayor/speeches/2018/05/11/3532,48,372,31,-77.42
/news/2017/05/02/1206,48,45,33,-54.55
/news/2017/06/06/862,48,81,17,-29.41
/news/2018/01/30/3142,48,45,10,-20.0
/news/2018/08/10/3638,48,52,8,-100.0
/recreation/programs/10583,48,124,1,-100.0
/search/node?keys=Farmers+market,48,7,1,-0.0
/search/node?keys=Puppies+,48,29,2,-100.0
/search/node?keys=Water,48,12,1,-100.0
/sections/viewSection.php?section_id=444,48,16,25,-60.0
/animal-shelter/animals/56828,47,17,0,-0.0
/animal-shelter/animals/58819,47,15,3,-100.0
/animal-shelter/animals/59327,47,6,0,-0.0
/animal-shelter/animals/60030,47,5,3,-0.0
/animal-shelter/animals/60594,47,25,0,-0.0
/animal-shelter/found/243,47,18,1,-100.0
/boards/hispanic-latino-affairs/awards,47,37,13,-38.46
/business/start/non-food,47,50,4,-100.0
/documents/viewDocument.php?document_id=2439;,47,38,30,-56.67
/documents/viewDocument.php?document_id=294,47,19,39,-71.79
/documents/viewDocument.php?document_id=829,47,106,28,-78.57
/farmers-market/vendors/alvin-fisher,47,13,0,-0.0
/farmers-market/vendors/lazy-cat-gardens,47,13,2,-100.0
/farmers-market/vendors/seven-ridges-eco-farm,47,40,5,-100.0
/farmers-market/vendors/stanford-farm,47,85,10,-80.0
/farmers-market/vendors/winkleplecks-produce,47,12,4,-100.0
/index.php/animal-shelter/animals/59334,47,22,4,-75.0
/index.php/departments/public-works,47,40,1,-100.0
/mayor/speeches/2016/stateofthecity,47,110,10,-40.0
/news/2018/05/07/3519,47,55,21,-95.24
/node/3661,47,159,28,-78.57
/parks/employment/banneker-environmental-education-assistant,47,49,1,-100.0
/recreation/camps/ivy-tech,47,66,0,-0.0
/recreation/programs/10363,47,54,11,-18.18
/recreation/programs/10366,47,24,3,-0.0
/recreation/programs/10546,47,21,4,-75.0
/recreation/programs/10563,47,80,0,-0.0
/search/node?keys=ice+skating,47,9,1,-0.0
/search/node?keys=ticket,47,7,0,-0.0
/animal-shelter/animals?species=Cat&form_build_id=form-NGnmvvstAEgxBqyn_J2j1PNf9j2JGhLeg6terQmVzYo&form_id=asm_animalsearchform&op=Search,46,3,1,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-tTskdO8xcfvDSMbLc2U2lfxV2TAVcSd7EM2aWb5X5TU&form_id=asm_animalsearchform&op=Search,46,5,0,-0.0
/animal-shelter/animals/58287,46,5,0,-0.0
/animal-shelter/animals/58293,46,5,1,-0.0
/animal-shelter/animals/59982,46,14,0,-0.0
/animal-shelter/animals/60091,46,44,2,-50.0
/animal-shelter/animals/60260,46,17,0,-0.0
/animal-shelter/animals/60263,46,11,6,-100.0
/animal-shelter/animals/60669,46,50,0,-0.0
/animal-shelter/animals/60820,46,20,3,-66.67
/animal-shelter/animals/60953,46,9,0,-0.0
/animal-shelter/animals/61292,46,20,0,-0.0
/animal-shelter/animals/61347,46,9,0,-0.0
/animal-shelter/animals/61764,46,27,0,-0.0
/animal-shelter/found/203,46,17,0,-0.0
/animal-shelter/found/250,46,31,0,-0.0
/boards/digital-underground/meetings/2018,46,34,3,-66.67
/boards/public-safety-local-income-tax/meetings/2018,46,333,7,-42.86
/departments/hr/jobs/admin-asst,46,101,15,-40.0
/departments/hr/jobs/program-manager,46,37,33,-57.58
/documents/viewDocument.php?document_id=7684,46,100,20,-40.0
/farmers-market/prepared-food/pilis-party-taco,46,22,19,-94.74
/farmers-market/vendors/darrell-green,46,10,1,-100.0
/index.php/planning/udo,46,338,11,-54.55
/index.php/police/employment/applicant-info,46,155,5,-60.0
/kb,46,15,14,-28.57
/news/2016/06/13/2371,46,13,27,-55.56
/news/2016/10/17/2559,46,87,36,-80.56
/news/2017/06/29/951,46,132,9,-0.0
/news/2017/09/25/2879,46,16,9,-33.33
/news/2017/09/28/2892,46,84,22,-59.09
/news/2017/10/16/2925,46,34,25,-68.0
/news/2017/10/16/2926,46,24,15,-46.67
/news/2017/10/31/2954,46,51,19,-36.84
/news/2017/12/01/3008,46,86,17,-29.41
/news/2017/12/08/3020,46,64,10,-40.0
/news/2018/05/03/3514,46,144,17,-58.82
/news/2018/06/05/3554,46,64,8,-75.0
/news/2018/08/02/3624,46,45,16,-75.0
/news/2018/09/06/3674,46,155,18,-88.89
/news/2018/09/27/3706,46,62,7,-57.14
/parks/parks/third-street-park/playground,46,59,8,-62.5
/recreation/programs/10524,46,56,7,-85.71
/search/node?keys=map,46,14,0,-0.0
/search/node?keys=summer+camp,46,35,2,-50.0
/animal-shelter/animals/58948,45,47,0,-0.0
/animal-shelter/animals/59355,45,6,0,-0.0
/animal-shelter/animals/59357,45,6,0,-0.0
/animal-shelter/animals/60086,45,13,7,-85.71
/animal-shelter/animals/60146,45,8,0,-0.0
/animal-shelter/animals/61016,45,25,0,-0.0
/animal-shelter/animals/61051,45,43,0,-0.0
/animal-shelter/animals/61570,45,31,0,-0.0
/boards/plat/meetings/2018,45,71,2,-50.0
/CIRT-public-record,45,22,21,-23.81
/dreamers-doers/Jane-Martin,45,156,23,-60.87
/farmers-market/prepared-food/muddy-fork,45,40,1,-0.0
/farmers-market/prepared-food/sweet-claire,45,27,3,-33.33
/farmers-market/vendors/annalis-juillard,45,52,2,-50.0
/farmers-market/vendors/bhsn-environmental-club-garden,45,9,1,-100.0
/farmers-market/vendors/rabers-family-farm,45,20,14,-100.0
/farmers-market/vendors/strangers-hill-organics,45,11,3,-66.67
/m/jobs/,45,12,22,-0.0
/news/2017/10/06/2909,45,7,37,-78.38
/news/2018/05/17/3541,45,81,18,-66.67
/recreation/programs/10280,45,83,35,-68.57
/recreation/programs/10555,45,59,3,-0.0
/search/node?keys=Animal shelter,45,13,0,-0.0
/search/node?keys=Volunteer,45,9,0,-0.0
/search/node?keys=Youth+basketball+,45,10,4,-50.0
/animal-shelter/animals?species=Dog&form_build_id=form-ZsQBuHqHD4qefji5zEKQ5-8_wh2vQKCVBM2LXmK4omQ&form_id=asm_animalsearchform&op=Search,44,6,2,-0.0
/animal-shelter/animals/58825,44,25,4,-50.0
/animal-shelter/animals/59324,44,35,0,-0.0
/animal-shelter/animals/59529,44,27,0,-0.0
/animal-shelter/animals/59941,44,17,3,-100.0
/animal-shelter/animals/60251,44,14,4,-50.0
/animal-shelter/animals/60480,44,33,1,-0.0
/animal-shelter/animals/60863,44,64,0,-0.0
/animal-shelter/animals/61089,44,11,0,-0.0
/animal-shelter/animals/61348,44,10,0,-0.0
/animal-shelter/animals/61825,44,45,1,-0.0
/animal-shelter/lost/1263,44,11,1,-100.0
/boards/deertaskforce/minimizing-deer-damage,44,276,18,-83.33
/boards/land-use/meetings/2018,44,114,2,-100.0
/documents/viewDocument.php?document_id=658,44,27,34,-64.71
/farmers-market/prepared-food/sazon,44,25,6,-83.33
/index.php/parks/parks/bryan-park/sports,44,252,27,-70.37
/mayor/speeches/2017/07/27/2744,44,140,18,-55.56
/news/2015,44,26,0,-0.0
/news/2017/05/25/758,44,65,33,-72.73
/news/2018/11/01/3746,44,55,3,-66.67
/recreation/programs/10167,44,259,37,-81.08
/recreation/programs/10358,44,12,6,-16.67
/recreation/programs/10654,44,41,2,-0.0
/search/node?keys=Adopt,44,18,1,-0.0
/search/node?keys=contact,44,14,0,-0.0
/search/node?keys=parking+enforcement,44,46,0,-0.0
/search/node?keys=rfp,44,7,1,-0.0
/animal-shelter/animals/58971,43,19,0,-0.0
/animal-shelter/animals/60236,43,11,3,-66.67
/animal-shelter/animals/60238,43,22,0,-0.0
/animal-shelter/animals/60497,43,6,0,-0.0
/animal-shelter/animals/60703,43,8,0,-0.0
/animal-shelter/animals/61969,43,14,0,-0.0
/animal-shelter/found/201,43,16,0,-0.0
/departments/hr/jobs/communications-intern-office-mayor,43,54,17,-82.35
/documents/viewDocument.php?document_id=523,43,61,31,-58.06
/farmers-market/vendors/shu-jou-ping-chang,43,11,2,-50.0
/index.php/engineering,43,30,15,-13.33
/index.php/transportation/parking,43,22,12,-8.33
/news/2017/10/05/2905,43,50,16,-50.0
/news/2018/04/25/3506,43,48,16,-100.0
/news/2018/07/26/3615,43,62,15,-86.67
/news/2018/09/13/3682,43,39,10,-90.0
/news/2018/09/21/3698,43,48,15,-40.0
/news/2018/11/28/3769,43,61,17,-70.59
/recreation/programs/10165,43,112,37,-64.86
/recreation/programs/10237,43,46,17,-35.29
/recreation/programs/10609,43,71,2,-100.0
/recreation/programs/9803,43,210,27,-55.56
/search/node?keys=bid,43,9,0,-0.0
/search/node?keys=transportation,43,10,0,-0.0
/transportation/parking/downtown-parking/3rd-and-washington-parking-lot,43,50,9,-22.22
/animal-shelter/animals?species=Dog&form_build_id=form-0ynPy_FNirLMpWqwXBZPQdLI671Q_0m0RfIM_Tz-0aw&form_id=asm_animalsearchform&op=Search,42,6,4,-0.0
